CODRE;NOMRE;NIVEL;COD_TCE;CODRENUMERO;NOMREC;VALIDO;TIPO;IMPORTADO;CODRE_ORIGEM;ENVIADO_TCE;CONTA_SICONFI;CORRELACIONADO;ALTERADO_TCE;N1;N2;N3;N4;N5;N6;N7;N8;N9;N10;PERMITE_DESDOBRO;N11;CONTA_MATRIZ;EXCLUIDO;PK_RECTAB;DB;
1311.01.2.1.00.00;FOROS, LAUDÊMIOS E TARIFAS DE OCUPAÇÃO-PRINCIPAL;7;;131101210000;FOROS, LAUDÊMIOS E TARIFAS DE OCUPAÇÃO – PRINCIPAL;S;A;S;1311.01.2.1.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1310.00.0.0.00.00;1311.00.0.0.00.00;1311.01.0.0.00.00;1311.01.2.0.00.00;1311.01.2.1.00.00;1311.01.2.1.00.00;1311.01.2.1.00.00;;;;;;24000000000000668;1;
1311.01.2.2.00.00;FOROS, LAUDÊMIOS E TARIFAS DE OCUPAÇÃO - MULTAS E JUROS;7;;131101220000;FOROS, LAUDÊMIOS E TARIFAS DE OCUPAÇÃO – MULTAS E JUROS;S;A;S;1311.01.2.2.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1310.00.0.0.00.00;1311.00.0.0.00.00;1311.01.0.0.00.00;1311.01.2.0.00.00;1311.01.2.2.00.00;1311.01.2.2.00.00;1311.01.2.2.00.00;;;;;;24000000000000669;1;
1311.01.2.3.00.00;FOROS, LAUDÊMIOS E TARIFAS DE OCUPAÇÃO - DÍVIDA ATIVA;7;;131101230000;FOROS, LAUDÊMIOS E TARIFAS DE OCUPAÇÃO – DÍVIDA ATIVA;S;A;S;1311.01.2.3.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1310.00.0.0.00.00;1311.00.0.0.00.00;1311.01.0.0.00.00;1311.01.2.0.00.00;1311.01.2.3.00.00;1311.01.2.3.00.00;1311.01.2.3.00.00;;;;;;24000000000000670;1;
1311.01.2.4.00.00;FOROS, LAUDÊMIOS E TARIFAS DE OCUPAÇÃO-D.ATIVA MULTAS JUROS;7;;131101240000;FOROS, LAUDÊMIOS E TARIFAS DE OCUPAÇÃO – DÍVIDA ATIVA – MULTAS E JUROS;S;A;S;1311.01.2.4.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1310.00.0.0.00.00;1311.00.0.0.00.00;1311.01.0.0.00.00;1311.01.2.0.00.00;1311.01.2.4.00.00;1311.01.2.4.00.00;1311.01.2.4.00.00;;;;;;24000000000000671;1;
1311.01.2.5.00.00;FOROS, LAUDÊMIOS E TARIFAS DE OCUPAÇÃO - MULTAS;7;;131101250000;FOROS, LAUDÊMIOS E TARIFAS DE OCUPAÇÃO – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1311.01.2.5.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1310.00.0.0.00.00;1311.00.0.0.00.00;1311.01.0.0.00.00;1311.01.2.0.00.00;1311.01.2.5.00.00;1311.01.2.5.00.00;1311.01.2.5.00.00;;;;;;24000000000000672;1;
1311.01.2.6.00.00;FOROS, LAUDÊMIOS E TARIFAS DE OCUPAÇÃO - JUROS;7;;131101260000;FOROS, LAUDÊMIOS E TARIFAS DE OCUPAÇÃO – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1311.01.2.6.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1310.00.0.0.00.00;1311.00.0.0.00.00;1311.01.0.0.00.00;1311.01.2.0.00.00;1311.01.2.6.00.00;1311.01.2.6.00.00;1311.01.2.6.00.00;;;;;;24000000000000673;1;
1311.01.2.7.00.00;FOROS, LAUDÊMIOS E TARIFAS DE OCUPAÇÃO -D.ATIVA MULTAS;7;;131101270000;FOROS, LAUDÊMIOS E TARIFAS DE OCUPAÇÃO – DÍVIDA ATIVA – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1311.01.2.7.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1310.00.0.0.00.00;1311.00.0.0.00.00;1311.01.0.0.00.00;1311.01.2.0.00.00;1311.01.2.7.00.00;1311.01.2.7.00.00;1311.01.2.7.00.00;;;;;;24000000000000674;1;
1311.01.2.8.00.00;FOROS, LAUDÊMIOS E TARIFAS DE OCUPAÇÃO -D.ATIVA JUROS;7;;131101280000;FOROS, LAUDÊMIOS E TARIFAS DE OCUPAÇÃO – DÍVIDA ATIVA – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1311.01.2.8.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1310.00.0.0.00.00;1311.00.0.0.00.00;1311.01.0.0.00.00;1311.01.2.0.00.00;1311.01.2.8.00.00;1311.01.2.8.00.00;1311.01.2.8.00.00;;;;;;24000000000000675;1;
1311.02.0.0.00.00;CONC.PERM.AUT.CESSÃO DIR.USO BENS IMPOV.PÚBLICO;5;;131102000000;CONCESSÃO, PERMISSÃO, AUTORIZAÇÃO OU CESSÃO DO DIREITO DE USO DE BENS IMÓVEIS PÚBLICOS;S;S;S;1311.02.0.0.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1310.00.0.0.00.00;1311.00.0.0.00.00;1311.02.0.0.00.00;1311.02.0.0.00.00;1311.02.0.0.00.00;1311.02.0.0.00.00;1311.02.0.0.00.00;;;;;;24000000000000676;1;
1311.02.0.1.00.00;CONC.PERM.AUT.CESSÃO DIR.USO BENS IMOV.PÚBL.-PRINCIPAL;7;;131102010000;CONCESSÃO, PERMISSÃO, AUTORIZAÇÃO OU CESSÃO DO DIREITO DE USO DE BENS IMÓVEIS PÚBLICOS – PRINCIPAL;S;A;S;1311.02.0.1.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1310.00.0.0.00.00;1311.00.0.0.00.00;1311.02.0.0.00.00;1311.02.0.0.00.00;1311.02.0.1.00.00;1311.02.0.1.00.00;1311.02.0.1.00.00;;S;;;;24000000000000677;1;
1311.02.0.1.20.00;Permissão Espaço - Festa Queima do Alho;8;;131102012000;Permissão Espaço - Festa Queima do Alho;S;A;N;1311.02.0.1.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1310.00.0.0.00.00;1311.00.0.0.00.00;1311.02.0.0.00.00;1311.02.0.0.00.00;1311.02.0.1.00.00;1311.02.0.1.20.00;1311.02.0.1.20.00;;;;;;24000000000000122;1;
1311.02.0.2.00.00;CONC.PERM.AUT.CESSÃO DIR.USO BENS IMOV.PÚBL.-MULTAS JUROS;7;;131102020000;CONCESSÃO, PERMISSÃO, AUTORIZAÇÃO OU CESSÃO DO DIREITO DE USO DE BENS IMÓVEIS PÚBLICOS – MULTAS E JUROS;S;A;S;1311.02.0.2.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1310.00.0.0.00.00;1311.00.0.0.00.00;1311.02.0.0.00.00;1311.02.0.0.00.00;1311.02.0.2.00.00;1311.02.0.2.00.00;1311.02.0.2.00.00;;;;;;24000000000000678;1;
1311.02.0.3.00.00;CONC.PERM.AUT.CESSÃO DIR.USO BENS IMOV.PÚBL.-DÍVIDA ATIVA;7;;131102030000;CONCESSÃO, PERMISSÃO, AUTORIZAÇÃO OU CESSÃO DO DIREITO DE USO DE BENS IMÓVEIS PÚBLICOS – DÍVIDA ATIVA;S;A;S;1311.02.0.3.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1310.00.0.0.00.00;1311.00.0.0.00.00;1311.02.0.0.00.00;1311.02.0.0.00.00;1311.02.0.3.00.00;1311.02.0.3.00.00;1311.02.0.3.00.00;;;;;;24000000000000679;1;
1311.02.0.4.00.00;CONC.PERM.AUT.CESSÃO DIR.USO BENS IMOV.PÚBL.-D.A M/JUROS;7;;131102040000;CONCESSÃO, PERMISSÃO, AUTORIZAÇÃO OU CESSÃO DO DIREITO DE USO DE BENS IMÓVEIS PÚBLICOS – DÍVIDA ATIVA – MULTAS E JUROS;S;A;S;1311.02.0.4.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1310.00.0.0.00.00;1311.00.0.0.00.00;1311.02.0.0.00.00;1311.02.0.0.00.00;1311.02.0.4.00.00;1311.02.0.4.00.00;1311.02.0.4.00.00;;;;;;24000000000000680;1;
1311.02.0.5.00.00;CONC.PERM.AUT.CESSÃO DIR.USO BENS IMOV.PÚBL.-MULTAS;7;;131102050000;CONCESSÃO, PERMISSÃO, AUTORIZAÇÃO OU CESSÃO DO DIREITO DE USO DE BENS IMÓVEIS PÚBLICOS – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1311.02.0.5.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1310.00.0.0.00.00;1311.00.0.0.00.00;1311.02.0.0.00.00;1311.02.0.0.00.00;1311.02.0.5.00.00;1311.02.0.5.00.00;1311.02.0.5.00.00;;;;;;24000000000000681;1;
1311.02.0.6.00.00;CONC.PERM.AUT.CESSÃO DIR.USO BENS IMOV.PÚBL.-JUROS;7;;131102060000;CONCESSÃO, PERMISSÃO, AUTORIZAÇÃO OU CESSÃO DO DIREITO DE USO DE BENS IMÓVEIS PÚBLICOS – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1311.02.0.6.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1310.00.0.0.00.00;1311.00.0.0.00.00;1311.02.0.0.00.00;1311.02.0.0.00.00;1311.02.0.6.00.00;1311.02.0.6.00.00;1311.02.0.6.00.00;;;;;;24000000000000682;1;
1311.02.0.7.00.00;CONC.PERM.AUT.CESSÃO DIR.USO BENS IMOV.PÚBL.-D.ATIVA MULTAS;7;;131102070000;CONCESSÃO, PERMISSÃO, AUTORIZAÇÃO OU CESSÃO DO DIREITO DE USO DE BENS IMÓVEIS PÚBLICOS – DÍVIDA ATIVA – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1311.02.0.7.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1310.00.0.0.00.00;1311.00.0.0.00.00;1311.02.0.0.00.00;1311.02.0.0.00.00;1311.02.0.7.00.00;1311.02.0.7.00.00;1311.02.0.7.00.00;;;;;;24000000000000683;1;
1311.02.0.8.00.00;CONC.PERM.AUT.CESSÃO DIR.USO BENS IMOV.PÚBL.-D.ATIVA JUROS;7;;131102080000;CONCESSÃO, PERMISSÃO, AUTORIZAÇÃO OU CESSÃO DO DIREITO DE USO DE BENS IMÓVEIS PÚBLICOS – DÍVIDA ATIVA – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1311.02.0.8.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1310.00.0.0.00.00;1311.00.0.0.00.00;1311.02.0.0.00.00;1311.02.0.0.00.00;1311.02.0.8.00.00;1311.02.0.8.00.00;1311.02.0.8.00.00;;;;;;24000000000000684;1;
1311.99.0.0.00.00;OUTRAS RECEITAS IMOBILIÁRIAS;5;;131199000000;OUTRAS RECEITAS IMOBILIÁRIAS;S;S;S;1311.99.0.0.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1310.00.0.0.00.00;1311.00.0.0.00.00;1311.99.0.0.00.00;1311.99.0.0.00.00;1311.99.0.0.00.00;1311.99.0.0.00.00;1311.99.0.0.00.00;;;;;;24000000000000685;1;
1311.99.0.1.00.00;OUTRAS RECEITAS IMOBILIÁRIAS - PRINCIPAL;7;;131199010000;OUTRAS RECEITAS IMOBILIÁRIAS – PRINCIPAL;S;A;S;1311.99.0.1.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1310.00.0.0.00.00;1311.00.0.0.00.00;1311.99.0.0.00.00;1311.99.0.0.00.00;1311.99.0.1.00.00;1311.99.0.1.00.00;1311.99.0.1.00.00;;;;;;24000000000000686;1;
1311.99.0.2.00.00;OUTRAS RECEITAS IMOBILIÁRIAS - MULTAS E JUROS;7;;131199020000;OUTRAS RECEITAS IMOBILIÁRIAS – MULTAS E JUROS;S;A;S;1311.99.0.2.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1310.00.0.0.00.00;1311.00.0.0.00.00;1311.99.0.0.00.00;1311.99.0.0.00.00;1311.99.0.2.00.00;1311.99.0.2.00.00;1311.99.0.2.00.00;;;;;;24000000000000687;1;
1311.99.0.3.00.00;OUTRAS RECEITAS IMOBILIÁRIAS - DÍVIDA ATIVA;7;;131199030000;OUTRAS RECEITAS IMOBILIÁRIAS – DÍVIDA ATIVA;S;A;S;1311.99.0.3.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1310.00.0.0.00.00;1311.00.0.0.00.00;1311.99.0.0.00.00;1311.99.0.0.00.00;1311.99.0.3.00.00;1311.99.0.3.00.00;1311.99.0.3.00.00;;;;;;24000000000000688;1;
1311.99.0.4.00.00;OUTRAS RECEITAS IMOBILIÁRIAS - DÍVIDA ATIVA MULTAS E JUROS;7;;131199040000;OUTRAS RECEITAS IMOBILIÁRIAS – DÍVIDA ATIVA – MULTAS E JUROS;S;A;S;1311.99.0.4.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1310.00.0.0.00.00;1311.00.0.0.00.00;1311.99.0.0.00.00;1311.99.0.0.00.00;1311.99.0.4.00.00;1311.99.0.4.00.00;1311.99.0.4.00.00;;;;;;24000000000000689;1;
1311.99.0.5.00.00;OUTRAS RECEITAS IMOBILIÁRIAS - MULTAS;7;;131199050000;OUTRAS RECEITAS IMOBILIÁRIAS – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1311.99.0.5.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1310.00.0.0.00.00;1311.00.0.0.00.00;1311.99.0.0.00.00;1311.99.0.0.00.00;1311.99.0.5.00.00;1311.99.0.5.00.00;1311.99.0.5.00.00;;;;;;24000000000000690;1;
1311.99.0.6.00.00;OUTRAS RECEITAS IMOBILIÁRIAS - JUROS;7;;131199060000;OUTRAS RECEITAS IMOBILIÁRIAS – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1311.99.0.6.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1310.00.0.0.00.00;1311.00.0.0.00.00;1311.99.0.0.00.00;1311.99.0.0.00.00;1311.99.0.6.00.00;1311.99.0.6.00.00;1311.99.0.6.00.00;;;;;;24000000000000691;1;
1311.99.0.7.00.00;OUTRAS RECEITAS IMOBILIÁRIAS -DÍVIDA ATIVA MULTAS;7;;131199070000;OUTRAS RECEITAS IMOBILIÁRIAS – DÍVIDA ATIVA – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1311.99.0.7.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1310.00.0.0.00.00;1311.00.0.0.00.00;1311.99.0.0.00.00;1311.99.0.0.00.00;1311.99.0.7.00.00;1311.99.0.7.00.00;1311.99.0.7.00.00;;;;;;24000000000000692;1;
1311.99.0.8.00.00;OUTRAS RECEITAS IMOBILIÁRIAS -DÍVIDA ATIVA JUROS;7;;131199080000;OUTRAS RECEITAS IMOBILIÁRIAS – DÍVIDA ATIVA – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1311.99.0.8.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1310.00.0.0.00.00;1311.00.0.0.00.00;1311.99.0.0.00.00;1311.99.0.0.00.00;1311.99.0.8.00.00;1311.99.0.8.00.00;1311.99.0.8.00.00;;;;;;24000000000000693;1;
1320.00.0.0.00.00;VALORES MOBILIÁRIOS;3;;132000000000;VALORES MOBILIÁRIOS;S;S;S;1320.00.0.0.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1320.00.0.0.00.00;1320.00.0.0.00.00;1320.00.0.0.00.00;1320.00.0.0.00.00;1320.00.0.0.00.00;1320.00.0.0.00.00;1320.00.0.0.00.00;;;;;;24000000000000694;1;
1321.00.0.0.00.00;JUROS E CORREÇÕES MONETÁRIAS;4;;132100000000;JUROS E CORREÇÕES MONETÁRIAS;S;S;S;1321.00.0.0.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1320.00.0.0.00.00;1321.00.0.0.00.00;1321.00.0.0.00.00;1321.00.0.0.00.00;1321.00.0.0.00.00;1321.00.0.0.00.00;1321.00.0.0.00.00;;;;;;24000000000000695;1;
1321.01.0.0.00.00;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS;5;;132101000000;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS;S;S;S;1321.01.0.0.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1320.00.0.0.00.00;1321.00.0.0.00.00;1321.01.0.0.00.00;1321.01.0.0.00.00;1321.01.0.0.00.00;1321.01.0.0.00.00;1321.01.0.0.00.00;;;;;;24000000000000696;1;
1321.01.0.1.00.00;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL;7;;132101010000;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS – PRINCIPAL;S;A;S;1321.01.0.1.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1320.00.0.0.00.00;1321.00.0.0.00.00;1321.01.0.0.00.00;1321.01.0.0.00.00;1321.01.0.1.00.00;1321.01.0.1.00.00;1321.01.0.1.00.00;;S;;13210101;;24000000000000697;1;
1321.01.0.1.01.02;Rem.Dep.B.Vinc - FUNDEB;9;;132101010102;Rem.Dep.B.Vinc - FUNDEB;S;A;N;1321.01.0.1.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1320.00.0.0.00.00;1321.00.0.0.00.00;1321.01.0.0.00.00;1321.01.0.0.00.00;1321.01.0.1.00.00;1321.01.0.1.01.00;1321.01.0.1.01.02;;;;;;24000000000000031;1;
1321.01.0.1.01.03;Rem.Dep.B.Vinc - FMS - Saude (15%);9;;132101010103;Rem.Dep.B.Vinc - FMS - Saude (15%);S;A;N;1321.01.0.1.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1320.00.0.0.00.00;1321.00.0.0.00.00;1321.01.0.0.00.00;1321.01.0.0.00.00;1321.01.0.1.00.00;1321.01.0.1.01.00;1321.01.0.1.01.03;;;;;;24000000000000032;1;
1321.01.0.1.01.04;Rem. Dep B. Vinc - FMAS (Assistencia Social Rec Pr;9;;132101010104;Rem. Dep B. Vinc - FMAS (Assistencia Social Rec Pr;S;A;N;1321.01.0.1.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1320.00.0.0.00.00;1321.00.0.0.00.00;1321.01.0.0.00.00;1321.01.0.0.00.00;1321.01.0.1.00.00;1321.01.0.1.01.00;1321.01.0.1.01.04;;;;;;24000000000000033;1;
1321.01.0.1.01.05;Rem.Dep.B. - FNDE - PDDE - Prog. Dinheiro Direto Escola;9;;132101010105; Rem.Dep.B. - FNDE - PDDE - Prog. Dinheiro Direto Escola ;S;A;N;1321.01.0.1.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1320.00.0.0.00.00;1321.00.0.0.00.00;1321.01.0.0.00.00;1321.01.0.0.00.00;1321.01.0.1.00.00;1321.01.0.1.01.00;1321.01.0.1.01.05;;;;;;24000000000000034;1;
1321.01.0.1.01.06;Rec Rem Vinc Piso Enfermagem (38.968-4);9;;132101010106;Rec Rem Vinc Piso Enfermagem (38.968-4);S;A;N;1321.01.0.1.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1320.00.0.0.00.00;1321.00.0.0.00.00;1321.01.0.0.00.00;1321.01.0.0.00.00;1321.01.0.1.00.00;1321.01.0.1.01.00;1321.01.0.1.01.06;;;;;;24000000000000035;1;
1321.01.0.1.01.07;Rem.Dep.B.Vinc - FNS- SUS- Bl. Investimento;9;;132101010107;Rem.Dep.B.Vinc - FNS- SUS- Bl. Investimento;S;A;N;1321.01.0.1.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1320.00.0.0.00.00;1321.00.0.0.00.00;1321.01.0.0.00.00;1321.01.0.0.00.00;1321.01.0.1.00.00;1321.01.0.1.01.00;1321.01.0.1.01.07;;;;;;24000000000000036;1;
1321.01.0.1.01.09;Rec Rem Vinc CIDE;9;;132101010109;Rec Rem Vinc CIDE;S;A;N;1321.01.0.1.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1320.00.0.0.00.00;1321.00.0.0.00.00;1321.01.0.0.00.00;1321.01.0.0.00.00;1321.01.0.1.00.00;1321.01.0.1.01.00;1321.01.0.1.01.09;;;;;;24000000000000037;1;
1321.01.0.1.01.10;Rec Rem Vinc FNAS ( PBV );9;;132101010110;Rec Rem Vinc FNAS ( PBV );S;A;N;1321.01.0.1.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1320.00.0.0.00.00;1321.00.0.0.00.00;1321.01.0.0.00.00;1321.01.0.0.00.00;1321.01.0.1.00.00;1321.01.0.1.01.00;1321.01.0.1.01.10;;;;;;24000000000000038;1;
1321.01.0.1.01.99;Rec Rem Vinc LEI ALDIR BLANC (39496-3);9;;132101010199;Rec Rem Vinc LEI ALDIR BLANC (39496-3);S;A;N;1321.01.0.1.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1320.00.0.0.00.00;1321.00.0.0.00.00;1321.01.0.0.00.00;1321.01.0.0.00.00;1321.01.0.1.00.00;1321.01.0.1.01.00;1321.01.0.1.01.99;;;;;;24000000000000039;1;
1321.01.0.1.02.99;Rec Rem Recursos Não Vinculados (Proprio);9;;132101010299;Rec Rem Recursos Não Vinculados (Proprio);S;A;N;1321.01.0.1.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1320.00.0.0.00.00;1321.00.0.0.00.00;1321.01.0.0.00.00;1321.01.0.0.00.00;1321.01.0.1.00.00;1321.01.0.1.02.00;1321.01.0.1.02.99;;;;;;24000000000000040;1;
1321.01.0.1.05.26;Rec Rem Auxilio Transporte de Alunos (ATA ESTADUAL;9;;132101010526;Rec Rem Auxilio Transporte de Alunos (ATA ESTADUAL;S;A;N;1321.01.0.1.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1320.00.0.0.00.00;1321.00.0.0.00.00;1321.01.0.0.00.00;1321.01.0.0.00.00;1321.01.0.1.00.00;1321.01.0.1.05.00;1321.01.0.1.05.26;;;;;;24000000000000041;1;
1321.01.0.1.20.20;Rec Rem Vinc Ensino 25%;9;;132101012020;Rec Rem Vinc Ensino 25%;S;A;N;1321.01.0.1.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1320.00.0.0.00.00;1321.00.0.0.00.00;1321.01.0.0.00.00;1321.01.0.0.00.00;1321.01.0.1.00.00;1321.01.0.1.20.00;1321.01.0.1.20.20;;;;;;24000000000003073;1;
1321.01.0.1.20.22;Rem.Dep.B. - SP-Conv. Merenda Estadual - DSE;9;;132101012022;Rec Rem Auxilio Merenda Estadual (20251-7) - Rem.Dep.B. - SP-Conv. Merenda Estadual - DSE   ;S;A;N;1321.01.0.1.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1320.00.0.0.00.00;1321.00.0.0.00.00;1321.01.0.0.00.00;1321.01.0.0.00.00;1321.01.0.1.00.00;1321.01.0.1.20.00;1321.01.0.1.20.22;;;;;;24000000000003076;1;
1321.01.0.1.20.25;Rec Rem Cotrato Fehidro 215/2019;9;;132101012025;Rec Rem Cotrato Fehidro 215/2019;S;A;N;1321.01.0.1.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1320.00.0.0.00.00;1321.00.0.0.00.00;1321.01.0.0.00.00;1321.01.0.0.00.00;1321.01.0.1.00.00;1321.01.0.1.20.00;1321.01.0.1.20.25;;;;;;24000000000003077;1;
1321.01.0.1.20.30;Rec Rem Termo Convenio 10430/2022 Pista Caminhada (38798-3);9;;132101012030;Rec Rem Termo Convenio 10430/2022 Pista Caminhada (38798-3);S;A;N;1321.01.0.1.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1320.00.0.0.00.00;1321.00.0.0.00.00;1321.01.0.0.00.00;1321.01.0.0.00.00;1321.01.0.1.00.00;1321.01.0.1.20.00;1321.01.0.1.20.30;;;;;;24000000000003078;1;
1321.01.0.1.20.33;Rec Rem PDDE (36574-2);9;;132101012033;Rec Rem PDDE (36574-2)    ;S;A;N;1321.01.0.1.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1320.00.0.0.00.00;1321.00.0.0.00.00;1321.01.0.0.00.00;1321.01.0.0.00.00;1321.01.0.1.00.00;1321.01.0.1.20.00;1321.01.0.1.20.33;;;;;;24000000000003083;1;
1321.01.0.1.20.40;Rec Rem Gestao Plena (32703-4);9;;132101012040;Rec Rem Gestao Plena (32703-4);S;A;N;1321.01.0.1.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1320.00.0.0.00.00;1321.00.0.0.00.00;1321.01.0.0.00.00;1321.01.0.0.00.00;1321.01.0.1.00.00;1321.01.0.1.20.00;1321.01.0.1.20.40;;;;;;24000000000003079;1;
1321.01.0.1.20.60;Rec Rem Casa da Mulher (37466-0);9;;132101012060;Rec Rem Casa da Mulher (37466-0);S;A;N;1321.01.0.1.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1320.00.0.0.00.00;1321.00.0.0.00.00;1321.01.0.0.00.00;1321.01.0.0.00.00;1321.01.0.1.00.00;1321.01.0.1.20.00;1321.01.0.1.20.60;;;;;;24000000000003080;1;
1321.01.0.1.20.80;Rem.Dep.B. - FNDE - QSE- Salario  Educação;9;;132101012080;Rem.Dep.B. - FNDE - QSE- Salario  Educação ;S;A;N;1321.01.0.1.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1320.00.0.0.00.00;1321.00.0.0.00.00;1321.01.0.0.00.00;1321.01.0.0.00.00;1321.01.0.1.00.00;1321.01.0.1.20.00;1321.01.0.1.20.80;;;;;;24000000000003081;1;
1321.01.0.1.20.85;Rem.Dep.B. - FNDE - PNATE - Transp. Escolar;9;;132101012085;Rem.Dep.B. - FNDE - PNATE - Transp. Escolar ;S;A;N;1321.01.0.1.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1320.00.0.0.00.00;1321.00.0.0.00.00;1321.01.0.0.00.00;1321.01.0.0.00.00;1321.01.0.1.00.00;1321.01.0.1.20.00;1321.01.0.1.20.85;;;;;;24000000000003082;1;
1321.01.0.1.20.90;Rem.Dep.B. - FNDE - ETI - Escola Tempo Integral;9;;132101012090;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS – PRINCIPAL - Rem.Dep.B. - FNDE - ETI - Escola Tempo Integral ;S;A;N;1321.01.0.1.00.00;;;;;1000.00.0.0.00.00;1300.00.0.0.00.00;1320.00.0.0.00.00;1321.00.0.0.00.00;1321.01.0.0.00.00;1321.01.0.0.00.00;1321.01.0.1.00.00;1321.01.0.1.20.00;1321.01.0.1.20.90;;;;;;25000000000003118;1;
